mach,alpha_deg,protuberance,CD_Power_Off,CD_Power_On,CA_Power_Off,CA_Power_On,CN_Total,CP_Total
0.98,0,0.86,0.861,0.806,0.861,0.806,0,97.045
0.98,0,1,0.91,0.855,0.91,0.855,0,97.045
0.99,0,0,0.579,0.522,0.579,0.522,0,97.493
0.99,0,0.12,0.622,0.565,0.622,0.565,0,97.493
0.99,0,0.25,0.666,0.609,0.666,0.609,0,97.493
0.99,0,0.37,0.709,0.652,0.709,0.652,0,97.493
0.99,0,0.49,0.753,0.695,0.753,0.695,0,97.493
0.99,0,0.61,0.796,0.739,0.796,0.739,0,97.493
0.99,0,0.74,0.839,0.782,0.839,0.782,0,97.493
0.99,0,0.86,0.883,0.826,0.883,0.826,0,97.493
0.99,0,1,0.933,0.876,0.933,0.876,0,97.493
1,0,0,0.593,0.533,0.593,0.533,0,97.94
1,0,0.12,0.637,0.578,0.637,0.578,0,97.94
1,0,0.25,0.682,0.622,0.682,0.622,0,97.94
1,0,0.37,0.726,0.667,0.726,0.667,0,97.94
1,0,0.49,0.771,0.711,0.771,0.711,0,97.94
1,0,0.61,0.815,0.756,0.815,0.756,0,97.94
1,0,0.74,0.86,0.8,0.86,0.8,0,97.94
1,0,0.86,0.904,0.845,0.904,0.845,0,97.94
1,0,1,0.956,0.896,0.956,0.896,0,97.94
1.01,0,0,0.606,0.544,0.606,0.544,0,98.388
1.01,0,0.12,0.652,0.59,0.652,0.59,0,98.388
1.01,0,0.25,0.697,0.636,0.697,0.636,0,98.388
1.01,0,0.37,0.743,0.681,0.743,0.681,0,98.388
1.01,0,0.49,0.789,0.727,0.789,0.727,0,98.388
1.01,0,0.61,0.834,0.772,0.834,0.772,0,98.388
1.01,0,0.74,0.88,0.818,0.88,0.818,0,98.388
1.01,0,0.86,0.926,0.864,0.926,0.864,0,98.388
1.01,0,1,0.979,0.917,0.979,0.917,0,98.388
1.02,0,0,0.62,0.556,0.62,0.556,0,98.836
1.02,0,0.12,0.666,0.602,0.666,0.602,0,98.836
1.02,0,0.25,0.713,0.649,0.713,0.649,0,98.836
1.02,0,0.37,0.76,0.696,0.76,0.696,0,98.836
1.02,0,0.49,0.807,0.743,0.807,0.743,0,98.836
1.02,0,0.61,0.853,0.789,0.853,0.789,0,98.836
1.02,0,0.74,0.9,0.836,0.9,0.836,0,98.836
1.02,0,0.86,0.947,0.883,0.947,0.883,0,98.836
1.02,0,1,1.001,0.937,1.001,0.937,0,98.836
1.03,0,0,0.633,0.567,0.633,0.567,0,99.284
1.03,0,0.12,0.681,0.615,0.681,0.615,0,99.284
1.03,0,0.25,0.729,0.663,0.729,0.663,0,99.284
1.03,0,0.37,0.777,0.71,0.777,0.71,0,99.284
1.03,0,0.49,0.825,0.758,0.825,0.758,0,99.284
1.03,0,0.61,0.873,0.806,0.873,0.806,0,99.284
1.03,0,0.74,0.921,0.854,0.921,0.854,0,99.284
1.03,0,0.86,0.968,0.902,0.968,0.902,0,99.284
1.03,0,1,1.024,0.957,1.024,0.957,0,99.284
1.04,0,0,0.647,0.578,0.647,0.578,0,99.731
1.04,0,0.12,0.696,0.627,0.696,0.627,0,99.731
1.04,0,0.25,0.745,0.676,0.745,0.676,0,99.731
1.04,0,0.37,0.794,0.725,0.794,0.725,0,99.731
1.04,0,0.49,0.843,0.774,0.843,0.774,0,99.731
1.04,0,0.61,0.892,0.823,0.892,0.823,0,99.731
1.04,0,0.74,0.941,0.872,0.941,0.872,0,99.731
1.04,0,0.86,0.99,0.921,0.99,0.921,0,99.731
1.04,0,1,1.047,0.978,1.047,0.978,0,99.731
1.05,0,0,0.66,0.589,0.66,0.589,0,100.179
1.05,0,0.12,0.71,0.639,0.71,0.639,0,100.179
1.05,0,0.25,0.761,0.69,0.761,0.69,0,100.179
1.05,0,0.37,0.811,0.74,0.811,0.74,0,100.179
1.05,0,0.49,0.861,0.79,0.861,0.79,0,100.179
1.05,0,0.61,0.911,0.84,0.911,0.84,0,100.179
1.05,0,0.74,0.961,0.89,0.961,0.89,0,100.179
1.05,0,0.86,1.011,0.94,1.011,0.94,0,100.179
1.05,0,1,1.069,0.998,1.069,0.998,0,100.179
1.06,0,0,0.659,0.588,0.659,0.588,0,100.327
1.06,0,0.12,0.709,0.638,0.709,0.638,0,100.327
1.06,0,0.25,0.759,0.689,0.759,0.689,0,100.327
1.06,0,0.37,0.81,0.739,0.81,0.739,0,100.327
1.06,0,0.49,0.86,0.789,0.86,0.789,0,100.327
1.06,0,0.61,0.91,0.84,0.91,0.84,0,100.327
1.06,0,0.74,0.961,0.89,0.961,0.89,0,100.327
1.06,0,0.86,1.011,0.94,1.011,0.94,0,100.327
1.06,0,1,1.069,0.999,1.069,0.999,0,100.327
1.07,0,0,0.657,0.587,0.657,0.587,0,100.462
1.07,0,0.12,0.708,0.637,0.708,0.637,0,100.462
1.07,0,0.25,0.758,0.688,0.758,0.688,0,100.462
1.07,0,0.37,0.809,0.738,0.809,0.738,0,100.462
1.07,0,0.49,0.859,0.789,0.859,0.789,0,100.462
1.07,0,0.61,0.91,0.839,0.91,0.839,0,100.462
1.07,0,0.74,0.96,0.89,0.96,0.89,0,100.462
1.07,0,0.86,1.011,0.94,1.011,0.94,0,100.462
1.07,0,1,1.069,0.999,1.069,0.999,0,100.462
1.08,0,0,0.655,0.585,0.655,0.585,0,100.588
1.08,0,0.12,0.706,0.636,0.706,0.636,0,100.588
1.08,0,0.25,0.757,0.687,0.757,0.687,0,100.588
1.08,0,0.37,0.808,0.737,0.808,0.737,0,100.588
1.08,0,0.49,0.858,0.788,0.858,0.788,0,100.588
1.08,0,0.61,0.909,0.839,0.909,0.839,0,100.588
1.08,0,0.74,0.96,0.89,0.96,0.89,0,100.588
1.08,0,0.86,1.01,0.94,1.01,0.94,0,100.588
1.08,0,1,1.069,0.999,1.069,0.999,0,100.588
1.09,0,0,0.654,0.584,0.654,0.584,0,100.706
1.09,0,0.12,0.705,0.635,0.705,0.635,0,100.706
1.09,0,0.25,0.756,0.686,0.756,0.686,0,100.706
1.09,0,0.37,0.807,0.737,0.807,0.737,0,100.706
1.09,0,0.49,0.858,0.788,0.858,0.788,0,100.706
1.09,0,0.61,0.908,0.839,0.908,0.839,0,100.706
1.09,0,0.74,0.959,0.89,0.959,0.89,0,100.706
1.09,0,0.86,1.01,0.941,1.01,0.941,0,100.706
1.09,0,1,1.069,1,1.069,1,0,100.706
1.1,0,0,0.652,0.583,0.652,0.583,0,100.817
1.1,0,0.12,0.703,0.634,0.703,0.634,0,100.817
1.1,0,0.25,0.754,0.685,0.754,0.685,0,100.817
1.1,0,0.37,0.806,0.736,0.806,0.736,0,100.817
1.1,0,0.49,0.857,0.787,0.857,0.787,0,100.817
1.1,0,0.61,0.908,0.838,0.908,0.838,0,100.817
1.1,0,0.74,0.959,0.89,0.959,0.89,0,100.817
1.1,0,0.86,1.01,0.941,1.01,0.941,0,100.817
1.1,0,1,1.069,1,1.069,1,0,100.817
1.11,0,0,0.651,0.581,0.651,0.581,0,100.923
1.11,0,0.12,0.702,0.633,0.702,0.633,0,100.923
1.11,0,0.25,0.753,0.684,0.753,0.684,0,100.923
1.11,0,0.37,0.805,0.735,0.805,0.735,0,100.923
1.11,0,0.49,0.856,0.787,0.856,0.787,0,100.923
1.11,0,0.61,0.907,0.838,0.907,0.838,0,100.923
1.11,0,0.74,0.959,0.889,0.959,0.889,0,100.923
1.11,0,0.86,1.01,0.941,1.01,0.941,0,100.923
1.11,0,1,1.069,1,1.069,1,0,100.923
1.12,0,0,0.649,0.58,0.649,0.58,0,101.024
1.12,0,0.12,0.701,0.632,0.701,0.632,0,101.024
1.12,0,0.25,0.752,0.683,0.752,0.683,0,101.024
1.12,0,0.37,0.804,0.735,0.804,0.735,0,101.024
1.12,0,0.49,0.855,0.786,0.855,0.786,0,101.024
1.12,0,0.61,0.907,0.838,0.907,0.838,0,101.024
1.12,0,0.74,0.958,0.889,0.958,0.889,0,101.024
1.12,0,0.86,1.01,0.941,1.01,0.941,0,101.024
1.12,0,1,1.07,1.001,1.07,1.001,0,101.024
1.13,0,0,0.648,0.579,0.648,0.579,0,101.121
1.13,0,0.12,0.699,0.631,0.699,0.631,0,101.121
1.13,0,0.25,0.751,0.682,0.751,0.682,0,101.121
1.13,0,0.37,0.803,0.734,0.803,0.734,0,101.121
1.13,0,0.49,0.854,0.786,0.854,0.786,0,101.121
1.13,0,0.61,0.906,0.838,0.906,0.838,0,101.121
1.13,0,0.74,0.958,0.889,0.958,0.889,0,101.121
1.13,0,0.86,1.01,0.941,1.01,0.941,0,101.121
1.13,0,1,1.07,1.001,1.07,1.001,0,101.121
1.14,0,0,0.646,0.578,0.646,0.578,0,101.214
1.14,0,0.12,0.698,0.63,0.698,0.63,0,101.214
1.14,0,0.25,0.75,0.682,0.75,0.682,0,101.214
1.14,0,0.37,0.802,0.734,0.802,0.734,0,101.214
1.14,0,0.49,0.854,0.785,0.854,0.785,0,101.214
1.14,0,0.61,0.906,0.837,0.906,0.837,0,101.214
1.14,0,0.74,0.958,0.889,0.958,0.889,0,101.214
1.14,0,0.86,1.01,0.941,1.01,0.941,0,101.214
1.14,0,1,1.07,1.001,1.07,1.001,0,101.214
1.15,0,0,0.645,0.577,0.645,0.577,0,101.304
1.15,0,0.12,0.697,0.629,0.697,0.629,0,101.304
1.15,0,0.25,0.749,0.681,0.749,0.681,0,101.304
1.15,0,0.37,0.801,0.733,0.801,0.733,0,101.304
1.15,0,0.49,0.853,0.785,0.853,0.785,0,101.304
1.15,0,0.61,0.905,0.837,0.905,0.837,0,101.304
1.15,0,0.74,0.957,0.889,0.957,0.889,0,101.304
1.15,0,0.86,1.009,0.941,1.009,0.941,0,101.304
1.15,0,1,1.07,1.002,1.07,1.002,0,101.304
1.16,0,0,0.642,0.575,0.642,0.575,0,101.391
1.16,0,0.12,0.695,0.627,0.695,0.627,0,101.391
1.16,0,0.25,0.747,0.679,0.747,0.679,0,101.391
1.16,0,0.37,0.799,0.731,0.799,0.731,0,101.391
1.16,0,0.49,0.851,0.784,0.851,0.784,0,101.391
1.16,0,0.61,0.904,0.836,0.904,0.836,0,101.391
1.16,0,0.74,0.956,0.888,0.956,0.888,0,101.391
1.16,0,0.86,1.008,0.941,1.008,0.941,0,101.391
1.16,0,1,1.069,1.001,1.069,1.001,0,101.391
1.17,0,0,0.64,0.572,0.64,0.572,0,101.476
1.17,0,0.12,0.692,0.625,0.692,0.625,0,101.476
1.17,0,0.25,0.745,0.677,0.745,0.677,0,101.476
1.17,0,0.37,0.797,0.73,0.797,0.73,0,101.476
1.17,0,0.49,0.85,0.782,0.85,0.782,0,101.476
1.17,0,0.61,0.902,0.835,0.902,0.835,0,101.476
1.17,0,0.74,0.955,0.887,0.955,0.887,0,101.476
1.17,0,0.86,1.007,0.94,1.007,0.94,0,101.476
1.17,0,1,1.068,1.001,1.068,1.001,0,101.476
1.18,0,0,0.637,0.57,0.637,0.57,0,101.558
1.18,0,0.12,0.69,0.623,0.69,0.623,0,101.558
1.18,0,0.25,0.743,0.676,0.743,0.676,0,101.558
1.18,0,0.37,0.796,0.728,0.796,0.728,0,101.558
1.18,0,0.49,0.848,0.781,0.848,0.781,0,101.558
1.18,0,0.61,0.901,0.834,0.901,0.834,0,101.558
1.18,0,0.74,0.954,0.886,0.954,0.886,0,101.558
1.18,0,0.86,1.006,0.939,1.006,0.939,0,101.558
1.18,0,1,1.067,1,1.067,1,0,101.558
1.19,0,0,0.635,0.568,0.635,0.568,0,101.638
1.19,0,0.12,0.688,0.621,0.688,0.621,0,101.638
1.19,0,0.25,0.741,0.674,0.741,0.674,0,101.638
1.19,0,0.37,0.794,0.727,0.794,0.727,0,101.638
1.19,0,0.49,0.846,0.78,0.846,0.78,0,101.638
1.19,0,0.61,0.899,0.832,0.899,0.832,0,101.638
1.19,0,0.74,0.952,0.885,0.952,0.885,0,101.638
1.19,0,0.86,1.005,0.938,1.005,0.938,0,101.638
1.19,0,1,1.066,0.999,1.066,0.999,0,101.638
1.2,0,0,0.632,0.566,0.632,0.566,0,101.715
1.2,0,0.12,0.685,0.619,0.685,0.619,0,101.715
1.2,0,0.25,0.738,0.672,0.738,0.672,0,101.715
1.2,0,0.37,0.791,0.725,0.791,0.725,0,101.715
1.2,0,0.49,0.844,0.778,0.844,0.778,0,101.715
1.2,0,0.61,0.897,0.83,0.897,0.83,0,101.715
1.2,0,0.74,0.95,0.883,0.95,0.883,0,101.715
1.2,0,0.86,1.003,0.936,1.003,0.936,0,101.715
1.2,0,1,1.064,0.998,1.064,0.998,0,101.715
1.21,0,0,0.63,0.563,0.63,0.563,0,101.791
1.21,0,0.12,0.683,0.616,0.683,0.616,0,101.791
1.21,0,0.25,0.736,0.669,0.736,0.669,0,101.791
1.21,0,0.37,0.789,0.722,0.789,0.722,0,101.791
1.21,0,0.49,0.842,0.775,0.842,0.775,0,101.791
1.21,0,0.61,0.895,0.828,0.895,0.828,0,101.791
1.21,0,0.74,0.948,0.881,0.948,0.881,0,101.791
1.21,0,0.86,1.001,0.935,1.001,0.935,0,101.791
1.21,0,1,1.063,0.996,1.063,0.996,0,101.791
1.22,0,0,0.627,0.56,0.627,0.56,0,101.865
1.22,0,0.12,0.68,0.614,0.68,0.614,0,101.865
1.22,0,0.25,0.733,0.667,0.733,0.667,0,101.865
1.22,0,0.37,0.787,0.72,0.787,0.72,0,101.865
1.22,0,0.49,0.84,0.773,0.84,0.773,0,101.865
1.22,0,0.61,0.893,0.826,0.893,0.826,0,101.865
1.22,0,0.74,0.946,0.88,0.946,0.88,0,101.865
1.22,0,0.86,0.999,0.933,0.999,0.933,0,101.865
1.22,0,1,1.061,0.994,1.061,0.994,0,101.865
1.23,0,0,0.624,0.558,0.624,0.558,0,101.938
1.23,0,0.12,0.678,0.611,0.678,0.611,0,101.938
1.23,0,0.25,0.731,0.664,0.731,0.664,0,101.938
1.23,0,0.37,0.784,0.718,0.784,0.718,0,101.938
1.23,0,0.49,0.838,0.771,0.838,0.771,0,101.938
1.23,0,0.61,0.891,0.824,0.891,0.824,0,101.938
1.23,0,0.74,0.944,0.878,0.944,0.878,0,101.938
1.23,0,0.86,0.998,0.931,0.998,0.931,0,101.938
1.23,0,1,1.059,0.993,1.059,0.993,0,101.938
1.24,0,0,0.622,0.555,0.622,0.555,0,102.009
1.24,0,0.12,0.675,0.609,0.675,0.609,0,102.009
1.24,0,0.25,0.729,0.662,0.729,0.662,0,102.009
1.24,0,0.37,0.782,0.715,0.782,0.715,0,102.009
1.24,0,0.49,0.835,0.769,0.835,0.769,0,102.009
1.24,0,0.61,0.889,0.822,0.889,0.822,0,102.009
1.24,0,0.74,0.942,0.876,0.942,0.876,0,102.009
1.24,0,0.86,0.996,0.929,0.996,0.929,0,102.009
1.24,0,1,1.058,0.991,1.058,0.991,0,102.009
1.25,0,0,0.619,0.553,0.619,0.553,0,102.052
1.25,0,0.12,0.673,0.606,0.673,0.606,0,102.052
1.25,0,0.25,0.726,0.66,0.726,0.66,0,102.052
1.25,0,0.37,0.78,0.713,0.78,0.713,0,102.052
1.25,0,0.49,0.833,0.767,0.833,0.767,0,102.052
1.25,0,0.61,0.887,0.82,0.887,0.82,0,102.052
1.25,0,0.74,0.94,0.874,0.94,0.874,0,102.052
1.25,0,0.86,0.994,0.927,0.994,0.927,0,102.052
1.25,0,1,1.056,0.989,1.056,0.989,0,102.052
1.26,0,0,0.617,0.55,0.617,0.55,0,102.005
1.26,0,0.12,0.67,0.604,0.67,0.604,0,102.005
1.26,0,0.25,0.724,0.657,0.724,0.657,0,102.005
1.26,0,0.37,0.778,0.711,0.778,0.711,0,102.005
1.26,0,0.49,0.831,0.764,0.831,0.764,0,102.005
1.26,0,0.61,0.885,0.818,0.885,0.818,0,102.005
1.26,0,0.74,0.938,0.872,0.938,0.872,0,102.005
1.26,0,0.86,0.992,0.925,0.992,0.925,0,102.005
1.26,0,1,1.054,0.988,1.054,0.988,0,102.005
1.27,0,0,0.614,0.547,0.614,0.547,0,101.959
1.27,0,0.12,0.668,0.601,0.668,0.601,0,101.959
1.27,0,0.25,0.722,0.655,0.722,0.655,0,101.959
1.27,0,0.37,0.775,0.709,0.775,0.709,0,101.959
1.27,0,0.49,0.829,0.762,0.829,0.762,0,101.959
1.27,0,0.61,0.883,0.816,0.883,0.816,0,101.959
1.27,0,0.74,0.936,0.87,0.936,0.87,0,101.959
1.27,0,0.86,0.99,0.924,0.99,0.924,0,101.959
1.27,0,1,1.053,0.986,1.053,0.986,0,101.959
1.28,0,0,0.612,0.545,0.612,0.545,0,101.914
1.28,0,0.12,0.665,0.599,0.665,0.599,0,101.914
1.28,0,0.25,0.719,0.653,0.719,0.653,0,101.914
1.28,0,0.37,0.773,0.706,0.773,0.706,0,101.914
1.28,0,0.49,0.827,0.76,0.827,0.76,0,101.914
1.28,0,0.61,0.881,0.814,0.881,0.814,0,101.914
1.28,0,0.74,0.935,0.868,0.935,0.868,0,101.914
1.28,0,0.86,0.988,0.922,0.988,0.922,0,101.914
1.28,0,1,1.051,0.984,1.051,0.984,0,101.914
1.29,0,0,0.609,0.542,0.609,0.542,0,101.868
1.29,0,0.12,0.663,0.596,0.663,0.596,0,101.868
1.29,0,0.25,0.717,0.65,0.717,0.65,0,101.868
1.29,0,0.37,0.771,0.704,0.771,0.704,0,101.868
1.29,0,0.49,0.825,0.758,0.825,0.758,0,101.868
1.29,0,0.61,0.879,0.812,0.879,0.812,0,101.868
1.29,0,0.74,0.933,0.866,0.933,0.866,0,101.868
1.29,0,0.86,0.987,0.92,0.987,0.92,0,101.868
1.29,0,1,1.049,0.982,1.049,0.982,0,101.868
1.3,0,0,0.607,0.54,0.607,0.54,0,101.823
1.3,0,0.12,0.661,0.594,0.661,0.594,0,101.823
1.3,0,0.25,0.715,0.648,0.715,0.648,0,101.823
1.3,0,0.37,0.769,0.702,0.769,0.702,0,101.823
1.3,0,0.49,0.823,0.756,0.823,0.756,0,101.823
1.3,0,0.61,0.877,0.81,0.877,0.81,0,101.823
1.3,0,0.74,0.931,0.864,0.931,0.864,0,101.823
1.3,0,0.86,0.985,0.918,0.985,0.918,0,101.823
1.3,0,1,1.047,0.981,1.047,0.981,0,101.823
1.31,0,0,0.604,0.537,0.604,0.537,0,101.778
1.31,0,0.12,0.658,0.592,0.658,0.592,0,101.778
1.31,0,0.25,0.712,0.646,0.712,0.646,0,101.778
1.31,0,0.37,0.766,0.7,0.766,0.7,0,101.778
1.31,0,0.49,0.821,0.754,0.821,0.754,0,101.778
1.31,0,0.61,0.875,0.808,0.875,0.808,0,101.778
1.31,0,0.74,0.929,0.862,0.929,0.862,0,101.778
1.31,0,0.86,0.983,0.916,0.983,0.916,0,101.778
1.31,0,1,1.046,0.979,1.046,0.979,0,101.778
1.32,0,0,0.602,0.535,0.602,0.535,0,101.734
1.32,0,0.12,0.656,0.589,0.656,0.589,0,101.734
1.32,0,0.25,0.71,0.643,0.71,0.643,0,101.734
1.32,0,0.37,0.764,0.698,0.764,0.698,0,101.734
1.32,0,0.49,0.819,0.752,0.819,0.752,0,101.734
1.32,0,0.61,0.873,0.806,0.873,0.806,0,101.734
1.32,0,0.74,0.927,0.86,0.927,0.86,0,101.734
1.32,0,0.86,0.981,0.915,0.981,0.915,0,101.734
1.32,0,1,1.044,0.977,1.044,0.977,0,101.734
1.33,0,0,0.599,0.533,0.599,0.533,0,101.69
1.33,0,0.12,0.654,0.587,0.654,0.587,0,101.69
1.33,0,0.25,0.708,0.641,0.708,0.641,0,101.69
1.33,0,0.37,0.762,0.695,0.762,0.695,0,101.69
1.33,0,0.49,0.816,0.75,0.816,0.75,0,101.69
1.33,0,0.61,0.871,0.804,0.871,0.804,0,101.69
1.33,0,0.74,0.925,0.858,0.925,0.858,0,101.69
1.33,0,0.86,0.979,0.913,0.979,0.913,0,101.69
1.33,0,1,1.042,0.976,1.042,0.976,0,101.69
1.34,0,0,0.597,0.53,0.597,0.53,0,101.646
1.34,0,0.12,0.651,0.585,0.651,0.585,0,101.646
1.34,0,0.25,0.706,0.639,0.706,0.639,0,101.646
1.34,0,0.37,0.76,0.693,0.76,0.693,0,101.646
1.34,0,0.49,0.814,0.748,0.814,0.748,0,101.646
1.34,0,0.61,0.869,0.802,0.869,0.802,0,101.646
1.34,0,0.74,0.923,0.857,0.923,0.857,0,101.646
1.34,0,0.86,0.978,0.911,0.978,0.911,0,101.646
1.34,0,1,1.041,0.974,1.041,0.974,0,101.646
1.35,0,0,0.594,0.528,0.594,0.528,0,101.602
1.35,0,0.12,0.649,0.582,0.649,0.582,0,101.602
1.35,0,0.25,0.703,0.637,0.703,0.637,0,101.602
1.35,0,0.37,0.758,0.691,0.758,0.691,0,101.602
1.35,0,0.49,0.812,0.746,0.812,0.746,0,101.602
1.35,0,0.61,0.867,0.8,0.867,0.8,0,101.602
1.35,0,0.74,0.921,0.855,0.921,0.855,0,101.602
1.35,0,0.86,0.976,0.909,0.976,0.909,0,101.602
1.35,0,1,1.039,0.972,1.039,0.972,0,101.602
1.36,0,0,0.592,0.525,0.592,0.525,0,101.559
1.36,0,0.12,0.647,0.58,0.647,0.58,0,101.559
1.36,0,0.25,0.701,0.635,0.701,0.635,0,101.559
1.36,0,0.37,0.756,0.689,0.756,0.689,0,101.559
1.36,0,0.49,0.81,0.744,0.81,0.744,0,101.559
1.36,0,0.61,0.865,0.798,0.865,0.798,0,101.559
1.36,0,0.74,0.92,0.853,0.92,0.853,0,101.559
1.36,0,0.86,0.974,0.908,0.974,0.908,0,101.559
1.36,0,1,1.037,0.971,1.037,0.971,0,101.559
1.37,0,0,0.59,0.523,0.59,0.523,0,101.515
1.37,0,0.12,0.644,0.578,0.644,0.578,0,101.515
1.37,0,0.25,0.699,0.632,0.699,0.632,0,101.515
1.37,0,0.37,0.754,0.687,0.754,0.687,0,101.515
1.37,0,0.49,0.808,0.742,0.808,0.742,0,101.515
1.37,0,0.61,0.863,0.796,0.863,0.796,0,101.515
1.37,0,0.74,0.918,0.851,0.918,0.851,0,101.515
1.37,0,0.86,0.972,0.906,0.972,0.906,0,101.515
1.37,0,1,1.036,0.969,1.036,0.969,0,101.515
1.38,0,0,0.587,0.521,0.587,0.521,0,101.472
1.38,0,0.12,0.642,0.575,0.642,0.575,0,101.472
1.38,0,0.25,0.697,0.63,0.697,0.63,0,101.472
1.38,0,0.37,0.752,0.685,0.752,0.685,0,101.472
1.38,0,0.49,0.806,0.74,0.806,0.74,0,101.472
1.38,0,0.61,0.861,0.794,0.861,0.794,0,101.472
1.38,0,0.74,0.916,0.849,0.916,0.849,0,101.472
1.38,0,0.86,0.971,0.904,0.971,0.904,0,101.472
1.38,0,1,1.034,0.968,1.034,0.968,0,101.472
1.39,0,0,0.585,0.518,0.585,0.518,0,101.429
1.39,0,0.12,0.64,0.573,0.64,0.573,0,101.429
1.39,0,0.25,0.695,0.628,0.695,0.628,0,101.429
1.39,0,0.37,0.75,0.683,0.75,0.683,0,101.429
1.39,0,0.49,0.804,0.738,0.804,0.738,0,101.429
1.39,0,0.61,0.859,0.793,0.859,0.793,0,101.429
1.39,0,0.74,0.914,0.847,0.914,0.847,0,101.429
1.39,0,0.86,0.969,0.902,0.969,0.902,0,101.429
1.39,0,1,1.033,0.966,1.033,0.966,0,101.429
1.4,0,0,0.583,0.516,0.583,0.516,0,101.386
1.4,0,0.12,0.638,0.571,0.638,0.571,0,101.386
1.4,0,0.25,0.693,0.626,0.693,0.626,0,101.386
1.4,0,0.37,0.748,0.681,0.748,0.681,0,101.386
1.4,0,0.49,0.802,0.736,0.802,0.736,0,101.386
1.4,0,0.61,0.857,0.791,0.857,0.791,0,101.386
1.4,0,0.74,0.912,0.846,0.912,0.846,0,101.386
1.4,0,0.86,0.967,0.901,0.967,0.901,0,101.386
1.4,0,1,1.031,0.964,1.031,0.964,0,101.386
1.41,0,0,0.58,0.514,0.58,0.514,0,101.343
1.41,0,0.12,0.635,0.569,0.635,0.569,0,101.343
1.41,0,0.25,0.69,0.624,0.69,0.624,0,101.343
1.41,0,0.37,0.745,0.679,0.745,0.679,0,101.343
1.41,0,0.49,0.8,0.734,0.8,0.734,0,101.343
1.41,0,0.61,0.856,0.789,0.856,0.789,0,101.343
1.41,0,0.74,0.911,0.844,0.911,0.844,0,101.343
1.41,0,0.86,0.966,0.899,0.966,0.899,0,101.343
1.41,0,1,1.029,0.963,1.029,0.963,0,101.343
1.42,0,0,0.578,0.512,0.578,0.512,0,101.301
1.42,0,0.12,0.633,0.567,0.633,0.567,0,101.301
1.42,0,0.25,0.688,0.622,0.688,0.622,0,101.301
1.42,0,0.37,0.743,0.677,0.743,0.677,0,101.301
1.42,0,0.49,0.799,0.732,0.799,0.732,0,101.301
1.42,0,0.61,0.854,0.787,0.854,0.787,0,101.301
1.42,0,0.74,0.909,0.842,0.909,0.842,0,101.301
1.42,0,0.86,0.964,0.897,0.964,0.897,0,101.301
1.42,0,1,1.028,0.961,1.028,0.961,0,101.301
1.43,0,0,0.576,0.509,0.576,0.509,0,101.258
1.43,0,0.12,0.631,0.564,0.631,0.564,0,101.258
1.43,0,0.25,0.686,0.62,0.686,0.62,0,101.258
1.43,0,0.37,0.741,0.675,0.741,0.675,0,101.258
1.43,0,0.49,0.797,0.73,0.797,0.73,0,101.258
1.43,0,0.61,0.852,0.785,0.852,0.785,0,101.258
1.43,0,0.74,0.907,0.84,0.907,0.84,0,101.258
1.43,0,0.86,0.962,0.895,0.962,0.895,0,101.258
1.43,0,1,1.026,0.959,1.026,0.959,0,101.258
1.44,0,0,0.574,0.507,0.574,0.507,0,101.216
1.44,0,0.12,0.629,0.562,0.629,0.562,0,101.216
1.44,0,0.25,0.684,0.618,0.684,0.618,0,101.216
1.44,0,0.37,0.739,0.673,0.739,0.673,0,101.216
1.44,0,0.49,0.795,0.728,0.795,0.728,0,101.216
1.44,0,0.61,0.85,0.783,0.85,0.783,0,101.216
1.44,0,0.74,0.905,0.838,0.905,0.838,0,101.216
1.44,0,0.86,0.96,0.894,0.96,0.894,0,101.216
1.44,0,1,1.024,0.958,1.024,0.958,0,101.216
1.45,0,0,0.572,0.505,0.572,0.505,0,101.173
1.45,0,0.12,0.627,0.56,0.627,0.56,0,101.173
1.45,0,0.25,0.682,0.615,0.682,0.615,0,101.173
1.45,0,0.37,0.737,0.671,0.737,0.671,0,101.173
1.45,0,0.49,0.793,0.726,0.793,0.726,0,101.173
1.45,0,0.61,0.848,0.781,0.848,0.781,0,101.173
1.45,0,0.74,0.903,0.837,0.903,0.837,0,101.173
1.45,0,0.86,0.959,0.892,0.959,0.892,0,101.173
1.45,0,1,1.023,0.956,1.023,0.956,0,101.173
1.46,0,0,0.569,0.503,0.569,0.503,0,101.131
1.46,0,0.12,0.625,0.558,0.625,0.558,0,101.131
1.46,0,0.25,0.68,0.613,0.68,0.613,0,101.131
1.46,0,0.37,0.735,0.669,0.735,0.669,0,101.131
1.46,0,0.49,0.791,0.724,0.791,0.724,0,101.131
1.46,0,0.61,0.846,0.78,0.846,0.78,0,101.131
1.46,0,0.74,0.902,0.835,0.902,0.835,0,101.131
1.46,0,0.86,0.957,0.89,0.957,0.89,0,101.131
1.46,0,1,1.021,0.955,1.021,0.955,0,101.131
1.47,0,0,0.567,0.5,0.567,0.5,0,101.089
1.47,0,0.12,0.623,0.556,0.623,0.556,0,101.089
1.47,0,0.25,0.678,0.611,0.678,0.611,0,101.089
1.47,0,0.37,0.734,0.667,0.734,0.667,0,101.089
1.47,0,0.49,0.789,0.722,0.789,0.722,0,101.089
1.47,0,0.61,0.844,0.778,0.844,0.778,0,101.089
1.47,0,0.74,0.9,0.833,0.9,0.833,0,101.089
1.47,0,0.86,0.955,0.889,0.955,0.889,0,101.089
